"Recip_County","Recip_State","Month","Year","Total","Lat","Long","Cases"
"Yolo County","CA",12,2020,0,38.679609,-121.90275,202682
"York County","NE",12,2020,0,40.873056,-97.596742,39174
"York County","PA",12,2020,0,39.921751,-76.728889,553222
"York County","SC",12,2020,0,34.970188,-81.183187,389852
"York County","VA",12,2020,0,37.220914,-76.395533,36492
"Young County","TX",12,2020,0,33.158778,-98.67839,37488
"Yuba County","CA",12,2020,0,39.27013,-121.344259,95788
"Yuma County","AZ",12,2020,0,32.773942,-113.910905,717423
"Yuma County","CO",12,2020,0,40.00077,-102.421649,14075
"Zapata County","TX",12,2020,0,26.996981,-99.182603,23503
"Zavala County","TX",12,2020,0,28.864652,-99.75983,26725
"Ziebach County","SD",12,2020,0,44.989764,-101.660827,8247
"Abbeville County","SC",1,2021,28617,34.229041,-82.454058,46891
"Accomack County","VA",1,2021,26595,37.765944,-75.757807,64478
"Ada County","ID",1,2021,717051,43.451477,-116.244376,1299651
"Adair County","IA",1,2021,850,41.328528,-94.478164,20807
"Adair County","MO",1,2021,16391,40.190666,-92.603592,60738
"Adair County","OK",1,2021,11461,35.898043,-94.651026,74848
"Adams County","CO",1,2021,50336,39.874325,-104.331872,1366161
"Adams County","IA",1,2021,0,41.021656,-94.696906,9025
"Adams County","ID",1,2021,975,44.877004,-116.461624,9151
"Adams County","IL",1,2021,156308,39.986052,-91.194961,225315
"Adams County","IN",1,2021,39141,40.74573,-84.936134,90139
"Adams County","MS",1,2021,33198,31.486224,-91.351797,62669
"Adams County","ND",1,2021,3529,46.096815,-102.533198,7005
"Adams County","NE",1,2021,0,40.520632,-98.500044,76738
"Adams County","OH",1,2021,8564,38.834468,-83.478082,51012
"Adams County","PA",1,2021,66874,39.869471,-77.21773,176265
"Adams County","WA",1,2021,10614,47.011238,-118.512861,53005
"Adams County","WI",1,2021,2524,43.973757,-89.767228,48374
"Addison County","VT",1,2021,41616,44.031248,-73.141581,14705
"Aiken County","SC",1,2021,126804,33.550013,-81.632983,341575
"Aitkin County","MN",1,2021,21190,46.602446,-93.41976,33324
"Alachua County","FL",1,2021,833767,29.67574,-82.357221,572062
"Alamance County","NC",1,2021,180553,36.043954,-79.400573,382570
"Alameda County","CA",1,2021,1744946,37.647139,-121.912488,1999687
"Alamosa County","CO",1,2021,0,37.568442,-105.788041,32646
"Albany County","NY",1,2021,538690,42.58824,-73.97401,481761
"Albany County","WY",1,2021,9189,41.665514,-105.721883,113067
"Albemarle County","VA",1,2021,40131,38.024184,-78.553506,106396
"Alcona County","MI",1,2021,9228,44.657509,-83.29458,11788
"Alcorn County","MS",1,2021,26258,34.886569,-88.581109,79766
"Alexander County","IL",1,2021,0,37.183658,-89.349516,11821
"Alexander County","NC",1,2021,22049,35.920951,-81.177467,97956
"Alfalfa County","OK",1,2021,1372,36.729703,-98.323445,31575
"Alger County","MI",1,2021,10795,46.521736,-86.657119,15694
"Allamakee County","IA",1,2021,9239,43.274964,-91.382751,39268
"Allegan County","MI",1,2021,118816,42.421251,-86.261403,199389
"Allegany County","NY",1,2021,26332,42.247853,-78.026153,70218
"Alleghany County","NC",1,2021,7809,36.489356,-81.132299,23435
"Alleghany County","VA",1,2021,0,37.787905,-80.008669,30049
"Allegheny County","PA",1,2021,1530700,40.469757,-79.980451,1955434
"Allen County","IN",1,2021,557409,41.091909,-85.071791,975335
"Allen County","OH",1,2021,39582,40.771627,-84.106103,291450
"Allendale County","SC",1,2021,0,32.979757,-81.363265,18789
"Alpena County","MI",1,2021,50133,44.894954,-83.426574,41098
"Alpine County","CA",1,2021,0,38.621783,-119.798352,2185
"Amador County","CA",1,2021,39723,38.443549,-120.653858,89849
"Amelia County","VA",1,2021,0,37.331927,-77.977462,15971
"Amherst County","VA",1,2021,14755,37.629304,-79.154667,60214
"Amite County","MS",1,2021,0,31.203933,-90.795542,30036
"Anderson County","SC",1,2021,188836,34.521235,-82.638603,462929
"Anderson County","TN",1,2021,92170,36.116731,-84.195418,205226
"Anderson County","TX",1,2021,0,31.841261,-95.661727,170372
"Andrew County","MO",1,2021,4773,39.988863,-94.803551,37078
"Andrews County","TX",1,2021,0,32.312258,-102.640206,48381
"Angelina County","TX",1,2021,0,31.251896,-94.611134,201509
"Anoka County","MN",1,2021,286345,45.27411,-93.242723,950444
"Anson County","NC",1,2021,9844,34.974972,-80.109763,54312
"Antelope County","NE",1,2021,2802,42.183225,-98.058037,13848
"Antrim County","MI",1,2021,28203,45.005455,-85.175639,23899
"Apache County","AZ",1,2021,191737,35.385084,-109.490172,266072
"Appanoose County","IA",1,2021,0,40.744249,-92.873062,33453
"Appling County","GA",1,2021,0,31.739712,-82.290103,58136
"Appomattox County","VA",1,2021,0,37.370725,-78.81094,31310
"Aransas County","TX",1,2021,0,28.122621,-96.967501,26824
"Arapahoe County","CO",1,2021,75013,39.644554,-104.331706,1325382
"Archer County","TX",1,2021,0,33.616305,-98.687267,20993
"Archuleta County","CO",1,2021,0,37.202395,-107.050863,17261
"Arenac County","MI",1,2021,6745,44.036833,-83.740675,20535
"Arkansas County","AR",1,2021,21838,34.28957,-91.376547,48008
"Arlington County","VA",1,2021,169314,38.878337,-77.100703,324223
"Armstrong County","PA",1,2021,51760,40.81238,-79.464129,129080
"Armstrong County","TX",1,2021,0,34.964179,-101.356636,3846
"Arthur County","NE",1,2021,0,41.57193,-101.695917,591
"Ashe County","NC",1,2021,10736,36.443469,-81.499334,46908
"Ashland County","OH",1,2021,17491,40.843273,-82.270127,100401
"Ashland County","WI",1,2021,0,46.544424,-90.679691,35359
"Ashley County","AR",1,2021,14965,33.190835,-91.772267,45626
"Ashtabula County","OH",1,2021,56294,41.906637,-80.745592,134255
"Asotin County","WA",1,2021,11268,46.181861,-117.227781,34552
"Atascosa County","TX",1,2021,0,28.891478,-98.535381,115828
"Atchison County","MO",1,2021,0,40.431846,-95.437555,8701
"Athens County","OH",1,2021,27299,39.332755,-82.045885,111041
"Atkinson County","GA",1,2021,0,31.296806,-82.878151,27276
"Atlantic County","NJ",1,2021,336240,39.469355,-74.633759,565600
"Atoka County","OK",1,2021,7492,34.392469,-96.036558,46682
"Attala County","MS",1,2021,7978,33.090468,-89.588622,59136
"Audrain County","MO",1,2021,24144,39.214481,-91.843418,60082
"Audubon County","IA",1,2021,3917,41.679178,-94.904312,12734
"Auglaize County","OH",1,2021,15412,40.561309,-84.224018,125782
"Augusta County","VA",1,2021,40663,38.17259,-79.140975,130445
"Aurora County","SD",1,2021,0,43.724719,-98.577587,13418
"Austin County","TX",1,2021,0,29.891901,-96.27017,41176
"Autauga County","AL",1,2021,26193,32.532237,-86.64644,156700
"Avery County","NC",1,2021,10792,36.07209,-81.920285,48155
"Baca County","CO",1,2021,0,37.30978,-102.543741,7194
"Bacon County","GA",1,2021,626,31.55021,-82.451433,37214
"Bailey County","TX",1,2021,0,34.067521,-102.830345,23013
"Baker County","FL",1,2021,26881,30.324442,-82.302284,86355
"Baker County","GA",1,2021,1624,31.31958,-84.454881,5879
"Baker County","OR",1,2021,15292,44.703427,-117.691933,16947
"Baldwin County","AL",1,2021,169505,30.659218,-87.746067,498393
"Baldwin County","GA",1,2021,1710,33.05949,-83.255457,112354
"Bamberg County","SC",1,2021,2122,33.203021,-81.053161,34257
"Bandera County","TX",1,2021,0,29.756389,-99.248285,24842
"Banks County","GA",1,2021,0,34.351922,-83.498441,44991
"Banner County","NE",1,2021,0,41.53975,-103.726263,821
"Bannock County","ID",1,2021,83021,42.692921,-112.228982,216367
"Baraga County","MI",1,2021,24111,46.695859,-88.36181,21497
"Barbour County","AL",1,2021,4550,31.870253,-85.405104,53499
"Barbour County","WV",1,2021,0,39.139725,-79.996947,31418
"Barnes County","ND",1,2021,8519,46.94255,-98.070195,39315
"Barnstable County","MA",1,2021,0,41.706123,-70.164823,221260
"Barnwell County","SC",1,2021,1559,33.260552,-81.434228,55892
"Barron County","WI",1,2021,42948,45.437192,-91.852892,153607
"Barrow County","GA",1,2021,10209,33.992009,-83.712303,210094
"Barry County","MI",1,2021,55981,42.582811,-85.31455,102178
"Barry County","MO",1,2021,12726,36.699376,-93.834334,61517
"Bartholomew County","IN",1,2021,112771,39.205843,-85.897999,193009
"Barton County","MO",1,2021,1205,37.500799,-94.344089,26622
"Bartow County","GA",1,2021,15294,34.240917,-84.838188,303358
"Bastrop County","TX",1,2021,0,30.100772,-97.310639,135316
"Bates County","MO",1,2021,2755,38.257217,-94.339246,29544
"Bath County","VA",1,2021,0,38.068368,-79.731203,6774
"Baxter County","AR",1,2021,60506,36.280268,-92.329949,75068
"Bay County","FL",1,2021,206025,30.15914,-85.534395,437472
"Bay County","MI",1,2021,142801,43.699711,-83.978701,210182
"Bayfield County","WI",1,2021,19863,46.634199,-91.177282,32004
"Baylor County","TX",1,2021,0,33.618802,-99.208189,8015
"Beadle County","SD",1,2021,0,44.418265,-98.279422,79581
"Bear Lake County","ID",1,2021,2809,42.285892,-111.327517,9521
"Beaufort County","NC",1,2021,46881,35.482313,-76.842014,102755
"Beaufort County","SC",1,2021,229202,32.358112,-80.689422,359364
"Beaver County","OK",1,2021,1492,36.748334,-100.483056,10759
"Beaver County","PA",1,2021,83441,40.68414,-80.350721,308894
"Beaver County","UT",1,2021,4180,38.357535,-113.238948,14848
"Beaverhead County","MT",1,2021,6540,45.133863,-112.892869,25456
"Becker County","MN",1,2021,62844,46.937629,-95.741757,87377
"Beckham County","OK",1,2021,33553,35.270601,-99.690057,69845
"Bedford County","PA",1,2021,22633,39.998634,-78.494747,103519
"Bedford County","TN",1,2021,39030,35.51366,-86.458294,161203
"Bedford County","VA",1,2021,32621,37.312257,-79.527223,130394
"Bee County","TX",1,2021,0,28.416077,-97.742586,93077
"Belknap County","NH",1,2021,0,43.519109,-71.425366,74557
"Bell County","TX",1,2021,0,31.04275,-97.481268,502605
"Belmont County","OH",1,2021,40137,40.017682,-80.967727,119386
"Beltrami County","MN",1,2021,94370,47.879508,-95.00505,95033
"Ben Hill County","GA",1,2021,0,31.740772,-83.147197,55294
"Benewah County","ID",1,2021,0,47.218451,-116.633541,15452
"Bennett County","SD",1,2021,435,43.186912,-101.677181,11435
"Bennington County","VT",1,2021,27674,43.035328,-73.111496,23464
"Benson County","ND",1,2021,505,48.071743,-99.351152,31313
"Bent County","CO",1,2021,0,37.931891,-103.077584,38406
"Benton County","AR",1,2021,227057,36.337819,-94.256298,691553
"Benton County","IA",1,2021,21082,42.092547,-92.05763,64630
"Benton County","IN",1,2021,0,40.600939,-87.314786,25775
"Benton County","MN",1,2021,28990,45.701225,-94.00144,128368
"Benton County","MO",1,2021,15049,38.301036,-93.287942,40933
"Benton County","MS",1,2021,0,34.809593,-89.200213,24875
"Benton County","OR",1,2021,112775,44.493882,-123.424664,51360
"Benton County","TN",1,2021,25028,36.070948,-88.071232,40116
"Benton County","WA",1,2021,164010,46.228125,-119.516659,409217
"Benzie County","MI",1,2021,29882,44.636844,-86.231999,24180
"Bergen County","NJ",1,2021,1480879,40.959698,-74.074727,1841558
"Berkeley County","SC",1,2021,137007,33.2077,-79.953655,339908
"Berkeley County","WV",1,2021,110839,39.447938,-78.037754,242331
"Berks County","PA",1,2021,380654,40.413957,-75.92686,870098
"Berkshire County","MA",1,2021,184313,42.371493,-73.217928,118954
"Bernalillo County","NM",1,2021,151789,35.053628,-106.66908,1416176
"Berrien County","GA",1,2021,2835,31.288652,-83.22787,42001
"Berrien County","MI",1,2021,190249,41.791382,-86.742543,316802
"Bertie County","NC",1,2021,7752,36.059043,-76.962364,43179
"Bexar County","TX",1,2021,0,29.448671,-98.520147,4496692
"Bibb County","AL",1,2021,10548,33.015893,-87.127148,65492
"Bibb County","GA",1,2021,55057,32.808845,-83.694194,370993
"Big Horn County","MT",1,2021,30049,45.407868,-107.518162,67754
"Big Horn County","WY",1,2021,13842,44.525117,-107.994848,27930
"Big Stone County","MN",1,2021,11198,45.419925,-96.402226,14155
"Billings County","ND",1,2021,300,47.007044,-103.364016,1596
"Bingham County","ID",1,2021,34504,43.216357,-112.399206,120914
"Black Hawk County","IA",1,2021,124078,42.471132,-92.3076,422571
"Blackford County","IN",1,2021,6668,40.472672,-85.32373,32904
"Bladen County","NC",1,2021,45712,34.591938,-78.539489,70055
"Blaine County","ID",1,2021,20306,43.394192,-113.955371,53653
"Blaine County","MT",1,2021,52835,48.428282,-108.967648,19422
"Blaine County","NE",1,2021,0,41.931945,-99.996407,553
"Blaine County","OK",1,2021,5625,35.877795,-98.429031,24237
"Blair County","PA",1,2021,150918,40.498683,-78.309597,282914
"Blanco County","TX",1,2021,0,30.266456,-98.399217,9823
"Bland County","VA",1,2021,0,37.130612,-81.125853,17292
"Bleckley County","GA",1,2021,0,32.435403,-83.331717,37483
"Bledsoe County","TN",1,2021,9197,35.593561,-85.20591,53410
"Blount County","AL",1,2021,13664,33.977358,-86.56644,162231
"Blount County","TN",1,2021,232486,35.688185,-83.922973,359719
"Blue Earth County","MN",1,2021,54840,44.03371,-94.064012,165732
"Boise County","ID",1,2021,0,43.987275,-115.71511,8405
"Bolivar County","MS",1,2021,22970,33.799139,-90.88412,121513
"Bollinger County","MO",1,2021,0,37.318427,-90.024645,31067
"Bon Homme County","SD",1,2021,5247,42.985799,-97.884199,46321
"Bond County","IL",1,2021,11816,38.885924,-89.436592,52904
"Bonner County","ID",1,2021,45740,48.324634,-116.62745,73086
"Bonneville County","ID",1,2021,132113,43.395171,-111.621878,341417
"Boone County","AR",1,2021,38909,36.304299,-93.079236,92176
"Boone County","IA",1,2021,20073,42.038623,-93.938605,66319
"Boone County","IL",1,2021,50368,42.318983,-88.824295,169577
"Boone County","IN",1,2021,138059,40.050892,-86.469014,163141
"Boone County","MO",1,2021,414634,38.989861,-92.310202,475934
"Boone County","NE",1,2021,2983,41.703934,-98.070476,14042
"Boone County","WV",1,2021,36656,38.022814,-81.713538,39304
"Borden County","TX",1,2021,0,32.73859,-101.439199,554
"Bosque County","TX",1,2021,0,31.900819,-97.637641,29474
"Botetourt County","VA",1,2021,9401,37.565482,-79.797546,49919
"Bottineau County","ND",1,2021,3648,48.794412,-100.831257,19427
"Boulder County","CO",1,2021,39985,40.094966,-105.397702,502667
"Boundary County","ID",1,2021,2496,48.773131,-116.524668,20484
"Bowie County","TX",1,2021,0,33.446065,-94.422393,148510
"Bowman County","ND",1,2021,0,46.110144,-103.505943,10311
"Box Butte County","NE",1,2021,0,42.21038,-103.081779,25756
"Box Elder County","UT",1,2021,6427,41.622623,-113.060252,129892
"Boyd County","NE",1,2021,0,42.894448,-98.773022,5167
"Bradford County","FL",1,2021,22350,29.952386,-82.166698,76191
"Bradford County","PA",1,2021,68741,41.791504,-76.502123,109748
"Bradley County","AR",1,2021,8886,33.466549,-92.169156,34913
"Bradley County","TN",1,2021,97155,35.153914,-84.859414,326921
"Branch County","MI",1,2021,24362,41.918455,-85.066885,131204
"Brantley County","GA",1,2021,0,31.197334,-81.982978,37775
"Braxton County","WV",1,2021,2500,38.69933,-80.73166,20044
"Brazoria County","TX",1,2021,0,29.167817,-95.434647,779637
"Brazos County","TX",1,2021,0,30.656713,-96.302394,511343
"Bremer County","IA",1,2021,21292,42.780895,-92.327356,74845
"Brevard County","FL",1,2021,857830,28.298311,-80.700333,791573
"Brewster County","TX",1,2021,0,29.808997,-103.252458,28298
"Briscoe County","TX",1,2021,0,34.525172,-101.205893,3435
"Bristol County","MA",1,2021,537490,41.748588,-71.088894,1347035
"Bristol County","RI",1,2021,50025,41.70684,-71.286687,97678
"Broadwater County","MT",1,2021,951,46.329849,-111.497873,10342
"Brooke County","WV",1,2021,8730,40.272645,-80.578691,53140
"Brookings County","SD",1,2021,0,44.376675,-96.797797,100775
"Brooks County","GA",1,2021,9809,30.822934,-83.581905,33906
"Brooks County","TX",1,2021,0,27.034994,-98.215276,20781
"Broome County","NY",1,2021,197081,42.161977,-75.830283,329942
"Broomfield County","CO",1,2021,0,39.953593,-105.050787,97259
"Broward County","FL",1,2021,2951164,26.193535,-80.476683,4856488
"Brown County","IL",1,2021,0,39.962069,-90.750309,17716
"Brown County","IN",1,2021,13211,39.195113,-86.230121,26076
"Brown County","MN",1,2021,28100,44.246541,-94.733647,65950
"Brown County","NE",1,2021,0,42.359562,-99.92392,6530
"Brown County","OH",1,2021,8781,38.931377,-83.866772,90182
"Brown County","SD",1,2021,39645,45.589254,-98.352175,146452
"Brown County","TX",1,2021,0,31.764137,-98.998456,103897
"Brown County","WI",1,2021,338049,44.474024,-87.99613,925352
"Brule County","SD",1,2021,0,43.729873,-99.092909,20494
"Brunswick County","NC",1,2021,175919,34.038754,-78.227765,172433
"Brunswick County","VA",1,2021,1661,36.764204,-77.861483,27463
"Bryan County","GA",1,2021,31547,32.017969,-81.438543,73236
"Bryan County","OK",1,2021,62888,33.964004,-96.265135,146745
"Buchanan County","IA",1,2021,16166,42.470328,-91.838666,48615
"Buchanan County","MO",1,2021,62352,39.660369,-94.808173,284329
"Buchanan County","VA",1,2021,13344,37.26812,-82.038151,30824
"Buckingham County","VA",1,2021,0,37.573928,-78.529169,50278
"Bucks County","PA",1,2021,733044,40.336887,-75.10706,1106857
"Buena Vista County","IA",1,2021,8313,42.741522,-95.141432,120706
"Buffalo County","NE",1,2021,0,40.855265,-99.074984,142259
"Buffalo County","SD",1,2021,614,44.044306,-99.203998,12861
"Buffalo County","WI",1,2021,3519,44.385633,-91.761294,36409
"Bulloch County","GA",1,2021,53876,32.394481,-81.741618,158579
"Bullock County","AL",1,2021,5200,32.101759,-85.717261,30629
"Buncombe County","NC",1,2021,425532,35.609371,-82.530423,357623
"Bureau County","IL",1,2021,50265,41.401304,-89.528377,92473
"Burke County","GA",1,2021,14193,33.060181,-82.000164,58758
"Burke County","NC",1,2021,115319,35.746182,-81.70618,230554
"Burke County","ND",1,2021,0,48.786453,-102.520087,6381
"Burleigh County","ND",1,2021,179511,46.978829,-100.469533,433673
"Burleson County","TX",1,2021,0,30.493487,-96.622091,32937
"Burlington County","NJ",1,2021,621502,39.875786,-74.663006,854867
"Burnet County","TX",1,2021,0,30.78963,-98.201187,66879
"Burnett County","WI",1,2021,13960,45.866897,-92.37573,36231
"Burt County","NE",1,2021,0,41.854179,-96.337746,17003
"Butler County","AL",1,2021,2779,31.751667,-86.681969,51941
"Butler County","IA",1,2021,11446,42.734757,-92.780153,44729
"Butler County","MO",1,2021,26955,36.71518,-90.40313,94674
"Butler County","NE",1,2021,4787,41.226072,-97.132039,24066
"Butler County","OH",1,2021,161567,39.439747,-84.565734,909691
"Butler County","PA",1,2021,218180,40.913847,-79.918978,352736
"Butte County","CA",1,2021,261165,39.665336,-121.603209,280364
"Butte County","ID",1,2021,0,43.685101,-113.177631,5485
"Butte County","SD",1,2021,0,44.896226,-103.501436,28845
"Butts County","GA",1,2021,0,33.290355,-83.958221,64402
"Cabarrus County","NC",1,2021,211175,35.388346,-80.552728,430728
"Cabell County","WV",1,2021,118787,38.419578,-82.243397,195349
"Cache County","UT",1,2021,21116,41.734118,-111.745394,392508
"Caddo County","OK",1,2021,59232,35.16792,-98.381045,100035
"Calaveras County","CA",1,2021,33671,38.191068,-120.554107,47031
"Caldwell County","MO",1,2021,0,39.658998,-93.979179,18328
"Caldwell County","NC",1,2021,123399,35.966396,-81.51254,218887
"Caldwell County","TX",1,2021,0,29.832399,-97.628141,83443
"Caledonia County","VT",1,2021,12975,44.468791,-72.112168,9127
"Calhoun County","AL",1,2021,58437,33.770516,-85.827909,338516
"Calhoun County","AR",1,2021,0,33.56046,-92.513879,8954
"Calhoun County","FL",1,2021,15642,30.388801,-85.197915,43981
"Calhoun County","GA",1,2021,765,31.521279,-84.62629,14266
"Calhoun County","IA",1,2021,8979,42.38617,-94.643683,37750
"Calhoun County","IL",1,2021,4005,39.164262,-90.666295,13275
"Calhoun County","MI",1,2021,162132,42.24299,-85.012385,260611
"Calhoun County","MS",1,2021,1581,33.936634,-89.337114,41491
"Calhoun County","SC",1,2021,0,33.67478,-80.780347,30254
"Calhoun County","TX",1,2021,0,28.441719,-96.579574,42600
"Calhoun County","WV",1,2021,902,38.844159,-81.115478,5609
"Callahan County","TX",1,2021,0,32.29315,-99.372249,29020
"Callaway County","MO",1,2021,58406,38.835547,-91.923446,126685
"Calumet County","WI",1,2021,25952,44.07841,-88.212132,167452
"Camas County","ID",1,2021,0,43.502552,-114.772135,1844
"Cambria County","PA",1,2021,169503,40.510227,-78.710477,308842
"Camden County","GA",1,2021,50852,30.913358,-81.642019,90864
"Camden County","MO",1,2021,35253,38.026527,-92.765327,106792
"Camden County","NC",1,2021,3383,36.342344,-76.162488,12144
"Camden County","NJ",1,2021,690196,39.802407,-74.961249,1114584
"Cameron County","PA",1,2021,0,41.438291,-78.198323,6332
"Cameron County","TX",1,2021,0,26.102923,-97.478958,1005328
"Camp County","TX",1,2021,0,32.974581,-94.979085,28900
"Campbell County","SD",1,2021,1483,45.785575,-100.002107,3654
"Campbell County","TN",1,2021,46218,36.401592,-84.159249,98669
"Campbell County","VA",1,2021,14030,37.210152,-79.095428,88798
"Campbell County","WY",1,2021,28897,44.191999,-105.517014,137715
"Canadian County","OK",1,2021,269517,35.543354,-97.979889,397682
"Candler County","GA",1,2021,0,32.40395,-82.071266,25063
"Cannon County","TN",1,2021,9104,35.808394,-86.062404,47763
"Canyon County","ID",1,2021,161205,43.625796,-116.709058,696102
"Cape Girardeau County","MO",1,2021,158465,37.384141,-89.685658,261352
"Cape May County","NJ",1,2021,155574,39.085841,-74.846354,161637
"Carbon County","MT",1,2021,8521,45.224468,-109.028554,22793
"Carbon County","PA",1,2021,75964,40.918367,-75.705039,115028
"Carbon County","UT",1,2021,4590,39.673284,-110.588484,36629
"Carbon County","WY",1,2021,7661,41.70359,-106.933153,33328
"Caribou County","ID",1,2021,0,42.786072,-111.544273,17978
"Carlton County","MN",1,2021,51188,46.603818,-92.671044,85930
"Caroline County","VA",1,2021,3071,38.028033,-77.353736,40442
"Carroll County","AR",1,2021,15727,36.33737,-93.540972,73162
"Carroll County","GA",1,2021,43387,33.582237,-85.080527,268486
"Carroll County","IA",1,2021,21574,42.039502,-94.86765,78162
"Carroll County","IL",1,2021,4510,42.0709,-89.924189,44021
"Carroll County","IN",1,2021,5341,40.58498,-86.565141,46926
"Carroll County","MO",1,2021,5211,39.427375,-93.500227,22594
"Carroll County","MS",1,2021,0,33.440795,-89.918887,31850
"Carroll County","NH",1,2021,0,43.867774,-71.20156,37084
"Carroll County","OH",1,2021,8204,40.579884,-81.090787,44374
"Carroll County","TN",1,2021,84084,35.965748,-88.452379,93970
"Carroll County","VA",1,2021,1867,36.731963,-80.727831,55431
"Carson County","TX",1,2021,0,35.405496,-101.355356,10133
"Carter County","MO",1,2021,0,36.944858,-90.945705,12371
"Carter County","MT",1,2021,658,45.516825,-104.515324,4287
"Carter County","OK",1,2021,69056,34.251848,-97.287927,128161
"Carter County","TN",1,2021,96244,36.284744,-82.126593,155419
"Carteret County","NC",1,2021,106399,34.858343,-76.53586,102669
"Carver County","MN",1,2021,90305,44.82132,-93.800091,212856
"Cascade County","MT",1,2021,130636,47.316575,-111.350262,218276
"Cass County","IA",1,2021,7173,41.333824,-94.933302,34732
"Cass County","IL",1,2021,3475,39.969202,-90.245704,53629
"Cass County","IN",1,2021,36601,40.753799,-86.355168,144660
"Cass County","MI",1,2021,24577,41.917243,-86.000142,108623
"Cass County","MN",1,2021,33895,46.951745,-94.333705,63379
"Cass County","MO",1,2021,66024,38.646474,-94.354547,195777
"Cass County","ND",1,2021,434423,46.927003,-97.252375,636635
"Cass County","NE",1,2021,16446,40.909878,-96.140609,60316
"Cass County","TX",1,2021,0,33.083698,-94.357579,45246
"Cassia County","ID",1,2021,13906,42.282313,-113.626328,83138
"Castro County","TX",1,2021,0,34.533621,-102.258786,25669
"Caswell County","NC",1,2021,10779,36.394298,-79.339609,45468
"Catawba County","NC",1,2021,221756,35.661883,-81.214906,420618
"Catoosa County","GA",1,2021,20897,34.900212,-85.139385,131294
"Catron County","NM",1,2021,0,33.901621,-108.391928,2062
"Cattaraugus County","NY",1,2021,95682,42.239099,-78.662332,100668
"Cavalier County","ND",1,2021,4210,48.768439,-98.46379,12753
"Cayuga County","NY",1,2021,108680,43.008546,-76.574587,128561
"Cedar County","IA",1,2021,16906,41.77236,-91.132611,46516
"Cedar County","MO",1,2021,3657,37.733655,-93.850014,18502
"Cedar County","NE",1,2021,0,42.60456,-97.25687,18486
"Centre County","PA",1,2021,139938,40.909322,-77.847667,312845
"Cerro Gordo County","IA",1,2021,42148,43.074975,-93.250965,142686
"Chaffee County","CO",1,2021,0,38.734599,-106.300025,37272
"Chambers County","AL",1,2021,13646,32.915504,-85.394032,86932
"Chambers County","TX",1,2021,0,29.696374,-94.669445,103134
"Champaign County","IL",1,2021,367249,40.138985,-88.196975,472633
"Champaign County","OH",1,2021,16008,40.132775,-83.767604,72556
"Chariton County","MO",1,2021,2110,39.517968,-92.96162,11631
"Charles City County","VA",1,2021,0,37.361054,-77.05417,8603
"Charles Mix County","SD",1,2021,4109,43.206185,-98.595143,36484
"Charleston County","SC",1,2021,813092,32.800458,-79.94248,884469
"Charlevoix County","MI",1,2021,44905,45.618554,-85.543684,28628
"Charlotte County","FL",1,2021,229445,26.906396,-82.003657,272340
"Charlotte County","VA",1,2021,0,37.009042,-78.658568,15376
"Charlton County","GA",1,2021,0,30.779904,-82.139644,35721
"Chase County","NE",1,2021,0,40.53039,-101.694192,12540
"Chatham County","GA",1,2021,384716,31.980404,-81.085184,496756
"Chatham County","NC",1,2021,142609,35.704994,-79.251454,102652
"Chattahoochee County","GA",1,2021,22226,32.347445,-84.788021,72849
"Chattooga County","GA",1,2021,0,34.474178,-85.345289,66640
"Chautauqua County","NY",1,2021,174254,42.304216,-79.407595,161100
"Chaves County","NM",1,2021,0,33.361604,-104.469837,246195
"Cheatham County","TN",1,2021,45994,36.255169,-87.100808,102513
"Cheboygan County","MI",1,2021,30786,45.476022,-84.495431,25234
"Chelan County","WA",1,2021,118616,47.860974,-120.619041,172429
"Chemung County","NY",1,2021,122230,42.148697,-76.752471,167665
"Chenango County","NY",1,2021,38986,42.478024,-75.602241,51860
"Cherokee County","AL",1,2021,9641,34.069515,-85.654242,48980
"Cherokee County","GA",1,2021,148727,34.244317,-84.475057,651012
"Cherokee County","IA",1,2021,10211,42.742737,-95.633262,42098
"Cherokee County","NC",1,2021,9215,35.13715,-84.061449,49826
"Cherokee County","OK",1,2021,70974,35.904367,-94.996796,140066
"Cherokee County","SC",1,2021,8996,35.049796,-81.607647,117560
"Cherokee County","TX",1,2021,0,31.843881,-95.156343,107252
"Cherry County","NE",1,2021,1524,42.571323,-101.047653,7978
"Cheshire County","NH",1,2021,4631,42.92546,-72.248183,56212
"Chester County","PA",1,2021,510235,39.974029,-75.749751,753612
"Chester County","SC",1,2021,21647,34.689342,-81.161249,85350
"Chester County","TN",1,2021,14846,35.420253,-88.611353,52869
"Chesterfield County","SC",1,2021,17432,34.637018,-80.159227,89090
"Chesterfield County","VA",1,2021,205878,37.378434,-77.585847,497441
"Cheyenne County","CO",1,2021,0,38.835646,-102.601791,3294
"Cheyenne County","NE",1,2021,7620,41.214236,-103.011929,24727
"Chickasaw County","IA",1,2021,4389,43.059741,-92.31721,34240
"Chickasaw County","MS",1,2021,2705,33.933277,-88.947558,55929
"Chicot County","AR",1,2021,10291,33.267139,-91.297158,46324
"Childress County","TX",1,2021,0,34.524624,-100.208166,39546
"Chilton County","AL",1,2021,6283,32.854051,-86.726607,102925
"Chippewa County","MI",1,2021,122839,46.321819,-84.52063,119816
"Chippewa County","MN",1,2021,10411,45.028625,-95.564108,40638
"Chippewa County","WI",1,2021,67014,45.069092,-91.283505,203070
