"Recip_County","Recip_State","Lat","Long","Cases"
"Coweta County","GA",33.352897,-84.762138,10284548
"Cowlitz County","WA",46.196785,-122.67846,5841373
"Craig County","OK",36.76389,-95.201553,1479247
"Craig County","VA",37.473603,-80.231051,281372
"Craighead County","AR",35.827729,-90.631421,10920815
"Crane County","TX",31.422796,-102.487774,411710
"Craven County","NC",35.116829,-77.08132,6958580
"Crawford County","AR",35.583011,-94.236219,5132806
"Crawford County","GA",32.709428,-83.979187,528267
"Crawford County","IA",42.043119,-95.38909,1693909
"Crawford County","IL",39.002787,-87.760619,1731471
"Crawford County","IN",38.289433,-86.440871,768009
"Crawford County","MI",44.680175,-84.611343,714468
"Crawford County","MO",37.966559,-91.313936,1783430
"Crawford County","OH",40.848524,-82.924783,3217097
"Crawford County","PA",41.687876,-80.107795,5730227
"Crawford County","WI",43.242768,-90.935185,1301520
"Creek County","OK",35.907398,-96.380177,5350824
"Crenshaw County","AL",31.730311,-86.320038,1179396
"Crisp County","GA",31.920268,-83.75653,1504554
"Crittenden County","AR",35.197559,-90.30512,4436425
"Crockett County","TN",35.818795,-89.132494,1584912
"Crockett County","TX",30.717532,-101.404211,382639
"Crook County","OR",44.163054,-120.371585,1361063
"Crook County","WY",44.589266,-104.567298,395261
"Crosby County","TX",33.609144,-101.29871,518512
"Cross County","AR",35.285692,-90.763984,1476223
"Crow Wing County","MN",46.491653,-94.070718,4827545
"Crowley County","CO",38.30618,-103.772736,1253671
"Culberson County","TX",31.445908,-104.526945,207722
"Cullman County","AL",34.131923,-86.869267,7477826
"Culpeper County","VA",38.48593,-77.956476,3400109
"Cumberland County","IL",39.273121,-88.240619,992522
"Cumberland County","NC",35.050192,-78.828719,22883545
"Cumberland County","NJ",39.328434,-75.121628,11566195
"Cumberland County","PA",40.164805,-77.263442,14716349
"Cumberland County","TN",35.952398,-84.994761,5044736
"Cumberland County","VA",37.520189,-78.252836,359803
"Cuming County","NE",41.915865,-96.788517,650678
"Currituck County","NC",36.372174,-75.941224,1318649
"Curry County","NM",34.572984,-103.346055,3874401
"Curry County","OR",42.466439,-124.210929,789218
"Custer County","CO",38.101996,-105.373512,179632
"Custer County","ID",44.273351,-114.252267,176822
"Custer County","MT",46.261414,-105.550352,950194
"Custer County","NE",41.393893,-99.726866,640691
"Custer County","OK",35.645601,-98.997386,2656153
"Custer County","SD",43.684943,-103.46225,640176
"Cuyahoga County","OH",41.555037,-81.604957,81625865
"Dade County","GA",34.852424,-85.506201,1030104
"Dade County","MO",37.43235,-93.854878,474092
"Daggett County","UT",40.890099,-109.505785,43204
"Dakota County","MN",44.670893,-93.062481,32327788
"Dakota County","NE",42.391624,-96.561327,2527515
"Dale County","AL",31.430654,-85.609476,3971823
"Dallam County","TX",36.28637,-102.59402,644658
"Dallas County","AL",32.333526,-87.11436,2601175
"Dallas County","AR",33.967823,-92.653999,559150
"Dallas County","IA",41.68532,-94.040706,7489556
"Dallas County","MO",37.683583,-93.033815,1099889
"Dallas County","TX",32.766987,-96.778424,198043985
"Dane County","WI",43.067468,-89.417852,34531305
"Daniels County","MT",48.794429,-105.541739,133171
"Dare County","NC",35.606269,-75.767536,1919119
"Darke County","OH",40.131467,-84.621191,3900390
"Darlington County","SC",34.332185,-79.962115,5903348
"Dauphin County","PA",40.412565,-76.792634,17897266
"Davidson County","NC",35.795131,-80.207107,12572168
"Davidson County","TN",36.169129,-86.78479,67391999
"Davie County","NC",35.929355,-80.542552,3158980
"Daviess County","IN",38.69609,-87.076943,2302286
"Daviess County","MO",39.962839,-93.970053,528704
"Davis County","IA",40.748089,-92.410345,563067
"Davis County","UT",41.037559,-112.201943,29090984
"Davison County","SD",43.680439,-98.155868,2062377
"Dawes County","NE",42.713038,-103.135436,490662
"Dawson County","GA",34.442608,-84.173261,2221586
"Dawson County","MT",47.26613,-104.898271,781197
"Dawson County","NE",40.86784,-99.815583,1883248
"Dawson County","TX",32.742528,-101.948771,1074837
"Day County","SD",45.355161,-97.58143,443180
"De Baca County","NM",34.359273,-104.368696,145970
"De Witt County","IL",40.181499,-88.901853,1193299
"Deaf Smith County","TX",34.940766,-102.607564,1760126
"Dearborn County","IN",39.140897,-84.975868,4202638
"Decatur County","GA",30.880643,-84.58389,2227009
"Decatur County","IA",40.736379,-93.78458,457310
"Decatur County","IN",39.30598,-85.499831,2173403
"Decatur County","TN",35.603136,-88.110292,1174918
"Deer Lodge County","MT",46.094672,-113.141624,787149
"Defiance County","OH",41.321679,-84.486433,3147996
"DeKalb County","AL",34.460915,-85.804021,6232721
"DeKalb County","GA",33.770661,-84.226343,46332331
"DeKalb County","IL",41.894612,-88.768991,7039798
"DeKalb County","IN",41.39676,-85.002697,3373808
"DeKalb County","MO",39.894665,-94.40719,749526
"DeKalb County","TN",35.982219,-85.833596,2012010
"Del Norte County","CA",41.749903,-123.980998,1547402
"Delaware County","IA",42.472937,-91.366767,1382783
"Delaware County","IN",40.227543,-85.399262,7787990
"Delaware County","NY",42.193986,-74.966728,1960169
"Delaware County","OH",40.278941,-83.007462,13271452
"Delaware County","OK",36.393437,-94.808189,3469777
"Delaware County","PA",39.916685,-75.398818,34103298
"Delta County","CO",38.861595,-107.864892,1945607
"Delta County","MI",45.805229,-86.901938,2953391
"Delta County","TX",33.385933,-95.67335,376452
"Dent County","MO",37.603072,-91.489717,914429
"Denton County","TX",33.205132,-97.12114,53469754
"Denver County","CO",39.76185,-104.881105,50720151
"Des Moines County","IA",40.915339,-91.186925,3172504
"Deschutes County","OR",43.915118,-121.225575,10311529
"Desha County","AR",33.828752,-91.244103,966866
"DeSoto County","FL",27.190581,-81.806253,3107637
"DeSoto County","MS",34.874922,-89.991211,15793466
"Deuel County","NE",41.111903,-102.332609,91244
"Deuel County","SD",44.75629,-96.690239,352449
"Dewey County","OK",35.97796,-99.014385,360042
"Dewey County","SD",45.148049,-100.837953,996838
"DeWitt County","TX",29.082346,-97.361654,1663856
"Dickens County","TX",33.615363,-100.787617,130952
"Dickenson County","VA",37.136701,-82.34922,855123
"Dickey County","ND",46.107756,-98.496518,520579
"Dickinson County","IA",43.389611,-95.196057,1506095
"Dickinson County","MI",46.012833,-87.866139,2121731
"Dickson County","TN",36.145533,-87.364155,4966539
"Dillon County","SC",34.390209,-79.375294,3065914
"Dimmit County","TX",28.423587,-99.765871,1699862
"Dinwiddie County","VA",37.073498,-77.635492,1554997
"Divide County","ND",48.814754,-103.509326,138348
"Dixie County","FL",29.552675,-83.236232,1283980
"Dixon County","NE",42.485086,-96.855784,408403
"Doddridge County","WV",39.264307,-80.711498,559369
"Dodge County","GA",32.164369,-83.167866,1662918
"Dodge County","MN",44.020706,-92.869353,1532073
"Dodge County","NE",41.577008,-96.645852,3281886
"Dodge County","WI",43.429628,-88.701939,8860672
"Dolores County","CO",37.733823,-108.506219,97398
"Donley County","TX",34.955036,-100.815846,308380
"Dooly County","GA",32.151995,-83.807167,773538
"Door County","WI",45.093417,-87.048683,2083932
"Dorchester County","SC",33.082186,-80.404697,15414706
"Dougherty County","GA",31.532588,-84.20904,5893951
"Douglas County","CO",39.325414,-104.925987,21966333
"Douglas County","GA",33.701242,-84.767314,10938255
"Douglas County","IL",39.766078,-88.222866,1884694
"Douglas County","MN",45.936835,-95.462155,3372409
"Douglas County","MO",36.946517,-92.515892,778490
"Douglas County","NE",41.297091,-96.154066,47754441
"Douglas County","NV",38.905129,-119.609019,2263440
"Douglas County","OR",43.286328,-123.154476,4835225
"Douglas County","SD",43.391506,-98.358433,271373
"Douglas County","WA",47.741763,-119.694622,3049504
"Douglas County","WI",46.463218,-91.892477,3460714
"Drew County","AR",33.587242,-91.722778,1466347
"Dubois County","IN",38.373344,-86.873385,4237548
"Dubuque County","IA",42.463481,-90.878771,8824763
"Duchesne County","UT",40.289393,-110.429584,1232060
"Dukes County","MA",41.38097,-70.701499,965332
"Dundy County","NE",40.180165,-101.681133,118898
"Dunklin County","MO",36.153025,-90.062254,2197905
"Dunn County","ND",47.354557,-102.612322,323155
"Dunn County","WI",44.947751,-91.897645,3881866
"DuPage County","IL",41.852058,-88.086039,62946173
"Duplin County","NC",34.934403,-77.933543,4875738
"Durham County","NC",36.033828,-78.878125,19515110
"Dutchess County","NY",41.754825,-73.740014,19341531
"Duval County","FL",30.335245,-81.648113,77582316
"Duval County","TX",27.681123,-98.497393,974141
"Dyer County","TN",36.054196,-89.398306,3985840
"Eagle County","CO",39.626992,-106.695169,4581518
"Early County","GA",31.324191,-84.906723,886162
"Eastland County","TX",32.324645,-98.83656,954503
"Eaton County","MI",42.58953,-84.84645,7287000
"Eau Claire County","WI",44.726355,-91.286414,8971655
"Echols County","GA",30.714008,-82.897376,334651
"Ector County","TX",31.865301,-102.542507,12305194
"Eddy County","ND",47.723436,-98.900474,286329
"Eddy County","NM",32.457835,-104.306434,5264648
"Edgar County","IL",39.679037,-87.74711,1420327
"Edgecombe County","NC",35.917077,-77.602742,4005376
"Edgefield County","SC",33.776498,-81.968245,2134799
"Edmunds County","SD",45.41168,-99.205362,324458
"Edwards County","IL",38.417095,-88.047941,500675
"Edwards County","TX",29.985933,-100.3074,162429
"Effingham County","GA",32.361688,-81.343355,3900758
"Effingham County","IL",39.047945,-88.592849,3416031
"El Dorado County","CA",38.785612,-120.534225,8415257
"El Paso County","CO",38.827383,-104.527472,52200847
"El Paso County","TX",31.76648,-106.241423,79306259
"Elbert County","CO",39.315157,-104.114076,1347061
"Elbert County","GA",34.116415,-82.841892,1569900
"Elk County","PA",41.427332,-78.653937,2084423
"Elkhart County","IN",41.600693,-85.863986,18890643
"Elko County","NV",41.141133,-115.351424,3855277
"Ellis County","OK",36.224258,-99.750139,248036
"Ellis County","TX",32.346878,-96.79694,15836731
"Elmore County","AL",32.597229,-86.142735,7363910
"Elmore County","ID",43.394698,-115.471205,1826866
"Emanuel County","GA",32.5911,-82.299763,1960759
"Emery County","UT",39.009025,-110.7211,725136
"Emmet County","IA",43.377984,-94.66937,844344
"Emmet County","MI",45.590094,-84.986822,1764494
"Emmons County","ND",46.284255,-100.237842,275187
"Erath County","TX",32.236669,-98.220545,2931629
"Erie County","NY",42.752759,-78.778192,60898025
"Erie County","OH",41.394143,-82.586835,5838178
"Erie County","PA",42.117952,-80.096386,16010653
"Escambia County","AL",31.122287,-87.16841,3137812
"Escambia County","FL",30.529998,-87.320322,25278515
"Esmeralda County","NV",37.778966,-117.632382,29480
"Essex County","MA",42.642708,-70.864909,64159000
"Essex County","NJ",40.7874,-74.246292,62811503
"Essex County","NY",44.109601,-73.778431,1391576
"Essex County","VA",37.936389,-76.933747,614689
"Essex County","VT",44.724021,-71.732736,282756
"Etowah County","AL",34.047641,-86.034263,9644837
"Eureka County","NV",39.977788,-116.272208,68336
"Evans County","GA",32.153083,-81.890153,748879
"Fairfax County","VA",38.82952,-77.273252,52287875
"Fairfield County","OH",39.747694,-82.626685,11720424
"Fairfield County","SC",34.395669,-81.127001,1731625
"Fall River County","SD",43.221619,-103.512609,503180
"Fallon County","MT",46.318184,-104.405718,221940
"Falls County","TX",31.25193,-96.934127,1303073
"Fannin County","GA",34.866543,-84.317331,1713081
"Fannin County","TX",33.591161,-96.104988,2309445
"Faribault County","MN",43.676522,-93.947234,1117508
"Faulk County","SD",45.065476,-99.153564,219853
"Faulkner County","AR",35.146548,-92.336928,10082732
"Fauquier County","VA",38.744096,-77.8215,3627072
"Fayette County","AL",33.716157,-87.764292,1529313
"Fayette County","GA",33.412717,-84.493941,6653974
"Fayette County","IA",42.864122,-91.840376,1319767
"Fayette County","IL",39.001125,-89.017923,2274423
"Fayette County","IN",39.639655,-85.185032,2164400
"Fayette County","OH",39.555246,-83.461893,2239540
"Fayette County","PA",39.918907,-79.640119,9205029
"Fayette County","TN",35.196993,-89.413803,3616425
"Fayette County","TX",29.877886,-96.921231,1688253
"Fayette County","WV",38.030948,-81.08607,3150015
"Fentress County","TN",36.369892,-84.937764,1775762
"Fergus County","MT",47.221816,-109.232956,803032
"Ferry County","WA",48.473256,-118.533589,346058
"Fillmore County","MN",43.679187,-92.093937,1303865
"Fillmore County","NE",40.52504,-97.596705,357729
"Fisher County","TX",32.740473,-100.40312,206905
"Flagler County","FL",29.474891,-81.286253,6372439
"Flathead County","MT",48.295422,-114.052059,9000697
"Florence County","SC",34.028535,-79.710233,12911077
"Florence County","WI",45.871828,-88.406988,347253
"Floyd County","GA",34.26369,-85.213685,8722539
"Floyd County","IA",43.052741,-92.787367,1149455
"Floyd County","IN",38.318081,-85.911847,5725503
"Floyd County","TX",34.07373,-101.303274,602306
"Floyd County","VA",36.931433,-80.350266,703732
"Fluvanna County","VA",37.830584,-78.283494,1369253
"Foard County","TX",33.963306,-99.816828,78807
"Fond du Lac County","WI",43.754722,-88.493284,9888978
"Ford County","IL",40.596539,-88.224588,1325992
"Forest County","PA",41.513304,-79.249705,817110
"Forest County","WI",45.666881,-88.773326,803027
"Forrest County","MS",31.18858,-89.259447,6426121
"Forsyth County","GA",34.225143,-84.127408,16675283
"Forsyth County","NC",36.132466,-80.256961,26682474
"Fort Bend County","TX",29.526602,-95.771015,51461695
"Foster County","ND",47.471431,-98.872876,362925
"Fountain County","IN",40.121237,-87.234872,1671995
"Franklin County","AL",34.441989,-87.842814,3089127
"Franklin County","AR",35.508558,-93.887665,1257313
"Franklin County","FL",29.677794,-84.815213,1007707
"Franklin County","GA",34.375266,-83.227532,1856518
"Franklin County","IA",42.736545,-93.271415,838466
"Franklin County","ID",42.173609,-111.822965,804612
"Franklin County","IL",37.991852,-88.926321,3618022
"Franklin County","IN",39.409762,-85.066964,1327308
"Franklin County","MA",42.584504,-72.591792,2343881
"Franklin County","MO",38.413003,-91.072832,7362683
"Franklin County","MS",31.477773,-90.895457,603516
"Franklin County","NC",36.088241,-78.28309,5297115
"Franklin County","NE",40.183203,-98.96208,155476
"Franklin County","NY",44.594376,-74.31067,2307518
"Franklin County","OH",39.969875,-83.009086,89002296
"Franklin County","PA",39.926772,-77.724521,11477781
"Franklin County","TN",35.155926,-86.099203,3854896
"Franklin County","TX",33.175846,-95.219066,619976
"Franklin County","VA",36.991186,-79.882715,3088708
"Franklin County","VT",44.858964,-72.909402,1990494
"Franklin County","WA",46.537502,-118.903891,9660918
"Frederick County","VA",39.20366,-78.263829,5913480
"Freeborn County","MN",43.674202,-93.350289,2585042
"Freestone County","TX",31.701749,-96.144957,1288527
"Fremont County","CO",38.45517,-105.424958,4512176
"Fremont County","IA",40.74259,-95.599182,442223
"Fremont County","ID",44.218091,-111.484429,754598
"Fremont County","WY",43.054831,-108.608935,4115109
"Fresno County","CA",36.761006,-119.655019,75399892
"Frio County","TX",28.869383,-99.109005,1921004
"Frontier County","NE",40.530947,-100.406683,158075
"Fulton County","AR",36.381322,-91.819285,858544
"Fulton County","GA",33.790034,-84.468182,67910981
"Fulton County","IL",40.46524,-90.202269,2848144
"Fulton County","IN",41.050384,-86.265006,1526482
"Fulton County","NY",43.115609,-74.423678,3385460
"Fulton County","OH",41.597264,-84.124267,3150482
"Fulton County","PA",39.91075,-78.122617,1123984
"Furnas County","NE",40.191865,-99.909663,348586
"Gadsden County","FL",30.578687,-84.612607,4240183
"Gage County","NE",40.255234,-96.683453,1330861
"Gaines County","TX",32.743942,-102.631561,904684
"Gallatin County","IL",37.768677,-88.227964,391475
"Gallatin County","MT",45.518054,-111.163921,10444130
"Gallia County","OH",38.817046,-82.301746,2052249
"Galveston County","TX",29.233453,-94.888456,29828862
"Garden County","NE",41.633364,-102.302985,100192
"Garfield County","CO",39.599352,-107.90978,4291612
"Garfield County","MT",47.267184,-106.995991,66469
"Garfield County","NE",41.906868,-98.951231,121669
"Garfield County","OK",36.378132,-97.788741,5105194
"Garfield County","UT",37.831663,-111.450907,315496
"Garfield County","WA",46.429318,-117.536705,109080
"Garland County","AR",34.578852,-93.146932,7491337
"Garvin County","OK",34.70935,-97.312723,2376653
"Garza County","TX",33.183792,-101.301134,362283
"Gasconade County","MO",38.441183,-91.50578,1057183
"Gaston County","NC",35.293344,-81.177256,19615167
"Gates County","NC",36.442135,-76.702355,541893
"Geauga County","OH",41.499322,-81.173505,4923097
"Gem County","ID",44.061473,-116.398784,1261242
"Genesee County","MI",43.021077,-83.706372,28699411
"Genesee County","NY",43.00091,-78.192778,3934529
"Geneva County","AL",31.092382,-85.821022,2012351
"Gentry County","MO",40.208127,-94.405321,659863
"George County","MS",30.855431,-88.642268,2157253
"Georgetown County","SC",33.417531,-79.296333,4822725
"Gibson County","IN",38.317398,-87.580523,3403518
"Gibson County","TN",35.991632,-88.933812,5138993
"Gila County","AZ",33.789618,-110.81187,5131084
"Gilchrist County","FL",29.723456,-82.795801,1356104
"Giles County","TN",35.202723,-87.035319,2898224
"Giles County","VA",37.318072,-80.698321,1069874
"Gillespie County","TX",30.325093,-98.94185,1739774
"Gilliam County","OR",45.382955,-120.276246,72459
"Gilmer County","GA",34.690523,-84.454811,2194144
"Gilmer County","WV",38.915867,-80.849413,625907
"Gilpin County","CO",39.861156,-105.528878,233940
"Glacier County","MT",48.705671,-112.990502,1147134
"Glades County","FL",26.95481,-81.19082,680650
"Gladwin County","MI",43.98975,-84.389816,1618323
"Glascock County","GA",33.227491,-82.606913,195107
"Glasscock County","TX",31.868006,-101.521494,71359
"Glenn County","CA",39.602546,-122.4017,2073346
"Gloucester County","NJ",39.722875,-75.145679,20803478
"Gloucester County","VA",37.403541,-76.523505,1901280
"Glynn County","GA",31.21271,-81.49645,6887533
"Gogebic County","MI",46.488054,-89.788314,996955
"Golden Valley County","MT",46.380624,-109.174586,44924
"Golden Valley County","ND",46.938924,-103.844612,170394
"Goliad County","TX",28.6607,-97.430415,344097
"Gonzales County","TX",29.461912,-97.49192,1712645
"Goochland County","VA",37.718814,-77.917626,1081484
"Goodhue County","MN",44.406178,-92.716,3630502
"Gooding County","ID",42.973185,-114.82142,1014175
"Gordon County","GA",34.509667,-84.873862,5463335
"Goshen County","WY",42.089455,-104.35354,1054707
"Gosper County","NE",40.509095,-99.823206,125027
"Grady County","GA",30.8759,-84.244965,1722202
"Grady County","OK",35.021058,-97.88689,4205945
"Grafton County","NH",43.926439,-71.842424,3770933
"Graham County","AZ",32.931828,-109.87831,3851258
"Graham County","NC",35.348364,-83.830915,600365
"Grainger County","TN",36.277509,-83.509546,2029152
"Grand County","CO",40.113065,-106.110837,1050245
"Grand County","UT",38.974326,-109.57345,687895
"Grand Forks County","ND",47.926003,-97.450851,7161517
"Grand Isle County","VT",44.801787,-73.300759,212002
"Grand Traverse County","MI",44.718688,-85.553848,4750727
"Granite County","MT",46.395955,-113.427356,164675
"Grant County","AR",34.285568,-92.422979,1352104
"Grant County","IN",40.515758,-85.654946,5502311
"Grant County","MN",45.930743,-96.010699,431690
"Grant County","ND",46.357827,-101.639049,150683
"Grant County","NE",41.913957,-101.755965,31284
"Grant County","NM",32.732087,-108.381504,1596345
"Grant County","OK",36.788254,-97.788151,354141
"Grant County","OR",44.496326,-119.014057,430229
"Grant County","SD",45.172637,-96.772261,694670
"Grant County","WA",47.213633,-119.467788,8012184
"Grant County","WI",42.870028,-90.694229,4032752
"Grant County","WV",39.105988,-79.195064,1051627
"Granville County","NC",36.299884,-78.657634,4207826
"Gratiot County","MI",43.292326,-84.60469,4477265
"Gray County","TX",35.402542,-100.812374,1819263
"Grays Harbor County","WA",47.113732,-123.826735,4052946
"Grayson County","TX",33.624524,-96.675693,8189532
"Grayson County","VA",36.652229,-81.215324,1092762
"Greeley County","NE",41.567571,-98.530565,142178
"Green County","WI",42.675522,-89.605074,2641220
"Green Lake County","WI",43.780247,-88.97038,1560553
"Greenbrier County","WV",37.924418,-80.45059,2423976
"Greene County","AL",32.844497,-87.9642,628511
"Greene County","AR",36.120607,-90.566346,4850725
"Greene County","GA",33.576704,-83.166625,1293224
"Greene County","IA",42.042513,-94.388727,565700
"Greene County","IL",39.355439,-90.387682,1100355
"Greene County","IN",39.047147,-87.004771,2159991
"Greene County","MO",37.258196,-93.340641,22482398
"Greene County","MS",31.212845,-88.634811,1011949
"Greene County","NC",35.481959,-77.681688,1715970
"Greene County","NY",42.279821,-74.142025,2425762
"Greene County","OH",39.687479,-83.894894,11284770
"Greene County","PA",39.847707,-80.225655,2444335
"Greene County","TN",36.179487,-82.847523,6374882
"Greene County","VA",38.297981,-78.470163,1059665
"Greenlee County","AZ",33.238872,-109.242323,566667
"Greensville County","VA",36.680336,-77.560277,1042296
"Greenville County","SC",34.892645,-82.372077,52196947
"Greenwood County","SC",34.155796,-82.127876,6239927
"Greer County","OK",34.933853,-99.552968,394928
"Gregg County","TX",32.486401,-94.816277,8148250
"Gregory County","SD",43.175142,-99.206591,376924
"Grenada County","MS",33.770031,-89.80274,1826397
"Griggs County","ND",47.456334,-98.232286,207360
"Grimes County","TX",30.543231,-95.988082,2600757
"Grundy County","IA",42.403339,-92.790244,893257
"Grundy County","IL",41.29241,-88.401054,4030586
"Grundy County","MO",40.112541,-93.565054,773278
"Grundy County","TN",35.393352,-85.710374,1291487
"Guadalupe County","NM",34.869782,-104.784968,459152
"Guadalupe County","TX",29.582671,-97.948995,11303572
"Guernsey County","OH",40.056665,-81.497875,2860019
"Guilford County","NC",36.079065,-79.788665,34212437
"Gulf County","FL",29.859238,-85.272013,1411354
"Gunnison County","CO",38.670499,-107.05688,972940
"Guthrie County","IA",41.683573,-94.501272,803524
"Gwinnett County","GA",33.958756,-84.025735,67663552
"Haakon County","SD",44.288097,-101.540856,167107
"Habersham County","GA",34.634392,-83.525875,3540712
"Hale County","AL",32.752796,-87.623061,1535348
"Hale County","TX",34.068436,-101.822888,3468933
"Halifax County","NC",36.251438,-77.644842,4054548
"Halifax County","VA",36.766461,-78.939614,2006466
"Hall County","GA",34.317569,-83.8185,18513731
"Hall County","NE",40.866027,-98.502664,5259344
"Hall County","TX",34.453189,-100.576343,315011
"Hamblen County","TN",36.218397,-83.266071,6221946
"Hamilton County","FL",30.498438,-82.951116,1247207
"Hamilton County","IA",42.390789,-93.70913,1212312
"Hamilton County","IL",38.085227,-88.539009,657602
"Hamilton County","IN",40.053513,-86.021709,25260361
"Hamilton County","NE",40.872817,-98.022329,686829
"Hamilton County","NY",43.657879,-74.502456,239077
"Hamilton County","OH",39.196927,-84.544187,57100757
"Hamilton County","TN",35.163472,-85.201843,31553826
"Hamilton County","TX",31.707342,-98.111756,604750
"Hamlin County","SD",44.680619,-97.178598,519654
"Hampden County","MA",42.136198,-72.635648,37242005
"Hampshire County","MA",42.339459,-72.663694,6975044
"Hampshire County","WV",39.312139,-78.611989,1565427
"Hampton County","SC",32.778334,-81.143822,1477455
"Hancock County","GA",33.26922,-83.000465,577080
"Hancock County","IA",43.075411,-93.743697,988581
"Hancock County","IL",40.401318,-91.168801,1367801
"Hancock County","IN",39.822529,-85.77315,6204851
"Hancock County","MS",30.391641,-89.482791,3429602
"Hancock County","OH",41.000217,-83.665947,5132278
"Hancock County","TN",36.521353,-83.227493,537477
"Hancock County","WV",40.516958,-80.570164,2061867
"Hand County","SD",44.546713,-99.004575,215754
"Hanover County","VA",37.760215,-77.491317,6085114
"Hansford County","TX",36.272847,-101.35693,598625
"Hanson County","SD",43.680612,-97.796845,239402
"Haralson County","GA",33.795165,-85.220063,1834086
"Hardee County","FL",27.492846,-81.82158,2647535
"Hardeman County","TN",35.218785,-88.988697,2489218
"Hardeman County","TX",34.289904,-99.745697,222287
"Hardin County","IA",42.390208,-93.241669,1330318
"Hardin County","IL",37.517852,-88.266148,305820
"Hardin County","OH",40.660415,-83.664077,2107952
"Hardin County","TN",35.201893,-88.185696,2660503
"Hardin County","TX",30.329648,-94.393178,4244975
"Harding County","NM",35.859352,-103.853424,17520
"Harding County","SD",45.596611,-103.473871,70644
"Hardy County","WV",39.011361,-78.841729,1192062
"Harlan County","NE",40.178766,-99.403418,142665
"Harmon County","OK",34.745971,-99.844194,190229
"Harnett County","NC",35.368635,-78.87161,9090384
"Harney County","OR",43.064449,-118.987169,418828
"Harper County","OK",36.80035,-99.662805,260806
"Harris County","GA",32.731549,-84.912432,1865080
"Harris County","TX",29.857273,-95.393037,296953110
"Harrison County","IA",41.688584,-95.827149,1173253
"Harrison County","IN",38.186454,-86.103766,3254033
"Harrison County","MO",40.34562,-93.992582,607370
"Harrison County","MS",30.416536,-89.083376,15523023
"Harrison County","OH",40.292318,-81.091565,913314
"Harrison County","TX",32.547991,-94.374434,4014245
"Harrison County","WV",39.279182,-80.386498,5183613
"Hart County","GA",34.348733,-82.96329,1656611
"Hartley County","TX",35.840244,-102.610047,427929
"Haskell County","OK",35.232431,-95.109642,893748
"Haskell County","TX",33.175964,-99.730774,301225
"Hawaii County","HI",19.597764,-155.502443,5355226
"Hawkins County","TN",36.452089,-82.931485,4789899
"Hayes County","NE",40.537234,-101.047963,38619
"Hays County","TX",30.061225,-98.029267,16616975
"Haywood County","NC",35.558882,-82.981307,3564267
"Haywood County","TN",35.586678,-89.282691,1943359
"Heard County","GA",33.291347,-85.137886,681490
"Hemphill County","TX",35.815956,-100.27921,379888
"Hempstead County","AR",33.735953,-93.664355,1444821
"Henderson County","IL",40.814471,-90.941246,372823
"Henderson County","NC",35.336415,-82.479741,7447803
"Henderson County","TN",35.653994,-88.387674,2788244
"Henderson County","TX",32.211633,-95.853418,4583664
"Hendricks County","IN",39.768963,-86.509908,12572656
"Hendry County","FL",26.539967,-81.152114,3672881
"Hennepin County","MN",45.006121,-93.475228,87725618
"Henrico County","VA",37.43752,-77.300333,18366367
"Henry County","AL",31.516978,-85.239971,1448156
"Henry County","GA",33.452947,-84.154021,18264689
"Henry County","IA",40.984802,-91.547259,1959892
"Henry County","IL",41.350021,-90.130838,3698250
"Henry County","IN",39.929591,-85.397363,4181020
"Henry County","MO",38.386491,-93.792628,1664761
"Henry County","OH",41.331584,-84.0689,1966790
"Henry County","TN",36.325295,-88.300288,2520640
"Henry County","VA",36.620612,-79.980662,3368256
"Herkimer County","NY",43.571009,-74.841097,3879025
"Hernando County","FL",28.555995,-82.525969,12234788
"Hertford County","NC",36.363517,-76.981616,1463306
"Hettinger County","ND",46.435704,-102.454238,248477
"Hickman County","TN",35.802327,-87.467116,2133850
"Hickory County","MO",37.93691,-93.322988,539835
"Hidalgo County","NM",31.898052,-108.751929,303886
"Hidalgo County","TX",26.396384,-98.18099,60370286
"Highland County","OH",39.184422,-83.601359,2981699
"Highland County","VA",38.366243,-79.564472,93092
"Highlands County","FL",27.34108,-81.342353,7051230
"Hill County","MT",48.631959,-110.106321,1469681
"Hill County","TX",31.982681,-97.130668,2911397
"Hillsborough County","FL",27.893154,-82.379991,110917449
"Hillsborough County","NH",42.911532,-71.723055,26516504
"Hillsdale County","MI",41.927461,-84.637479,3128785
"Hinds County","MS",32.267788,-90.466017,15928715
"Hinsdale County","CO",37.811519,-107.383974,28237
"Hitchcock County","NE",40.176896,-101.044217,175115
"Hocking County","OH",39.490342,-82.483447,1819160
"Hockley County","TX",33.605932,-102.343398,2200516
"Hoke County","NC",35.017233,-79.241964,3855362
"Holmes County","FL",30.862007,-85.815939,1738621
"Holmes County","MS",33.125942,-90.091197,1393944
"Holmes County","OH",40.565597,-81.930001,1786566
"Holt County","MO",40.095724,-95.219072,328942
"Holt County","NE",42.459287,-98.784766,645762
"Honolulu County","HI",21.461365,-158.201974,34608338
"Hood County","TX",32.430149,-97.831677,4513416
"Hood River County","OR",45.511775,-121.655976,976290
"Hooker County","NE",41.920317,-101.117324,37491
"Hopkins County","TX",33.148967,-95.565434,2407948
"Horry County","SC",33.909269,-78.976675,29192460
"Hot Spring County","AR",34.315177,-92.944147,3693615
"Hot Springs County","WY",43.720209,-108.435076,344074
"Houghton County","MI",46.998427,-88.651903,2285261
"Houston County","AL",31.158183,-85.296411,8096207
